,sex,age,l,m,s,z=-3,z=-2,z=-1,z=0,z=1,z=2,z=3
83,1,144,1,149.0807,0.04753,127.82328298700001,134.909088658,141.994894329,149.0807,156.166505671,163.25231134199998,170.33811701300002
84,1,145,1,149.6212,0.04755,128.27773582,135.39222388,142.50671194,149.6212,156.73568805999997,163.85017612,170.96466417999997
85,1,146,1,150.1694,0.047580000000000004,128.734219844,135.87927989599999,143.024339948,150.1694,157.314460052,164.45952010399998,171.604580156
86,1,147,1,150.7256,0.04759,129.20650608799997,136.37953739199997,143.55256869599998,150.7256,157.898631304,165.071662608,172.244693912
87,1,148,1,151.2899,0.04761,129.681163583,136.884075722,144.08698786099998,151.2899,158.49281213899997,165.695724278,172.89863641699998
88,1,149,1,151.8623,0.047619999999999996,130.167251822,137.398934548,144.630617274,151.8623,159.093982726,166.325665452,173.557348178
89,1,150,1,152.4425,0.04763,130.65999117500002,137.92082745,145.181663725,152.4425,159.703336275,166.96417254999997,174.22500882499997
90,1,151,1,153.0298,0.04763,131.163371878,138.452181252,145.740990626,153.0298,160.318609374,167.607418748,174.896228122
91,1,152,1,153.6234,0.047639999999999995,131.66754367200002,138.986162448,146.304781224,153.6234,160.942018776,168.26063755200002,175.57925632799999
92,1,153,1,154.2223,0.04763,132.185475553,139.531083702,146.876691851,154.2223,161.567908149,168.91351629799996,176.25912444699998
93,1,154,1,154.8258,0.04763,132.702741438,140.077094292,147.451447146,154.8258,162.200152854,169.57450570799998,176.94885856199997
94,1,155,1,155.4329,0.047619999999999996,133.227755906,140.629470604,148.03118530199998,155.4329,162.834614698,170.23632939599997,177.63804409399998
95,1,156,1,156.0426,0.0476,133.75971672,141.18734448,148.61497224,156.0426,163.47022776,170.89785551999998,178.32548328
96,1,157,1,156.6539,0.047580000000000004,134.293122314,141.746714876,149.200307438,156.6539,164.10749256199998,171.561085124,179.014677686
97,1,158,1,157.266,0.047560000000000005,134.82728712,142.30685807999998,149.78642903999997,157.266,164.74557096,172.22514192,179.70471288
98,1,159,1,157.8775,0.04754,135.36101095,142.8665073,150.37200364999998,157.8775,165.38299634999998,172.8884927,180.39398905
99,1,160,1,158.4871,0.047510000000000004,135.897933637,143.427655758,150.95737787899998,158.4871,166.016822121,173.546544242,181.076266363
100,1,161,1,159.0937,0.04747,136.43716618300002,143.989344122,151.54152206100002,159.0937,166.645877939,174.19805587800002,181.750233817
101,1,162,1,159.6962,0.047439999999999996,136.968236816,144.544224544,152.120212272,159.6962,167.272187728,174.848175456,182.424163184
102,1,163,1,160.2939,0.0474,137.50010742,145.09803828,152.69596914000002,160.2939,167.89183086000003,175.48976172000002,183.08769257999998
103,1,164,1,160.8861,0.04735,138.032229495,145.65018633,153.268143165,160.8861,168.504056835,176.12201367,183.739970505
104,1,165,1,161.472,0.0473,138.55912320000002,146.1967488,153.8343744,161.472,169.1096256,176.74725120000002,184.3848768
105,1,166,1,162.0505,0.04725,139.079841625,146.73672775,154.393613875,162.0505,169.707386125,177.36427225,185.021158375
106,1,167,1,162.6207,0.0472,139.59360888,147.26930592,154.94500295999998,162.6207,170.29639704,177.97209408,185.64779112
107,1,168,1,163.1816,0.047139999999999994,140.104458128,147.79683875199999,155.48921937600002,163.1816,170.87398062399998,178.566361248,186.25874187200003
108,1,169,1,163.7321,0.04707,140.611490159,148.318360106,156.025230053,163.7321,171.438969947,179.14583989399998,186.852709841
109,1,170,1,164.2717,0.04701,141.104462149,148.826874766,156.549287383,164.2717,171.994112617,179.71652523400002,187.43893785100002
110,1,171,1,164.7994,0.046939999999999996,141.592348492,149.328032328,157.063716164,164.7994,172.53508383599998,180.27076767199998,188.00645150799997
111,1,172,1,165.3145,0.04687,142.069628155,149.81791877,157.566209385,165.3145,173.062790615,180.81108123,188.55937184500004
112,1,173,1,165.8165,0.04679,142.54083789499998,150.29939192999998,158.057945965,165.8165,173.57505403500002,181.33360807,189.09216210499997
113,1,174,1,166.305,0.04671,143.00068035,150.7687869,158.53689345,166.305,174.07310655,181.8412131,189.60931965000003
114,1,175,1,166.7799,0.04663,143.44905978900002,151.226006526,159.002953263,166.7799,174.556846737,182.33379347399998,190.110740211
115,1,176,1,167.2415,0.04655,143.886224525,151.67131635,159.456408175,167.2415,175.02659182500003,182.81168365,190.59677547500002
116,1,177,1,167.6899,0.04646,144.317281738,152.10815449199998,159.899027246,167.6899,175.480772754,183.27164550799998,191.062518262
117,1,178,1,168.1255,0.04637,144.73756169499998,152.53354112999997,160.329520565,168.1255,175.92147943499998,183.71745887,191.513438305
118,1,179,1,168.5482,0.04628,145.146967912,152.947378608,160.747789304,168.5482,176.34861069600004,184.149021392,191.949432088
119,1,180,1,168.958,0.046189999999999995,145.54548994,153.34965996,161.15382998,168.958,176.76217001999999,184.56634003999997,192.37051006000002
120,1,181,1,169.3549,0.04609,145.938197977,153.743765318,161.549332659,169.3549,177.160467341,184.966034682,192.77160202299996
121,1,182,1,169.7389,0.045989999999999996,146.32002396700003,154.126315978,161.93260798900002,169.7389,177.54519201099998,185.351484022,193.15777603299998
122,1,183,1,170.1099,0.04589,146.69087006700002,154.49721337800003,162.303556689,170.1099,177.91624331100002,185.722586622,193.528929933
123,1,184,1,170.468,0.04579,147.05081084,154.85654055999998,162.66227028,170.468,178.27372971999998,186.07945944,193.88518915999998
124,1,185,1,170.8136,0.045689999999999995,147.400179848,155.204653232,163.009126616,170.8136,178.618073384,186.42254676800002,194.22702015200002
125,1,186,1,171.1468,0.04559,147.73905216400001,155.541634776,163.344217388,171.1468,178.94938261200002,186.75196522400003,194.554547836
126,1,187,1,171.468,0.04548,148.07290608,155.87127071999998,163.66963536,171.468,179.26636463999998,187.06472927999997,194.86309391999998
127,1,188,1,171.7773,0.045380000000000004,148.39153837799998,156.186792252,163.982046126,171.7773,179.572553874,187.367807748,195.163061622
128,1,189,1,172.0748,0.04527,148.70532141200002,156.49514760800002,164.284973804,172.0748,179.864626196,187.65445239200002,195.444278588
129,1,190,1,172.3606,0.045160000000000006,149.009185912,156.79299060800003,164.576795304,172.3606,180.144404696,187.92820939199999,195.71201408800002
130,1,191,1,172.6345,0.04506,149.29776829,157.07667886000002,164.85558943,172.6345,180.41341057000002,188.19232114,195.97123171
131,1,192,1,172.8967,0.04495,149.581580005,157.35328667000002,165.124993335,172.8967,180.66840666500002,188.44011333000003,196.21181999499998
132,1,193,1,173.147,0.04484,149.85526556,157.61917703999998,165.38308852,173.147,180.91091147999998,188.67482296,196.43873444
133,1,194,1,173.3856,0.04473,150.118986336,157.87452422400003,165.630062112,173.3856,181.141137888,188.89667577600002,196.65221366400002
134,1,195,1,173.6126,0.04462,150.37281736399999,158.11941157599998,165.866005788,173.6126,181.359194212,189.105788424,196.852382636
135,1,196,1,173.828,0.04451,150.61674716,158.35383144,166.09091572,173.828,181.56508428,189.30216856,197.03925284
136,1,197,1,174.0321,0.0444,150.85102428000002,158.57804952,166.30507476000002,174.0321,181.75912524,189.48615048000002,197.21317572
137,1,198,1,174.2251,0.044289999999999996,151.07581096299998,158.792240642,166.508670321,174.2251,181.94152967899998,189.65795935799997,197.37438903700001
138,1,199,1,174.4071,0.044180000000000004,151.291182966,158.996488644,166.701794322,174.4071,182.11240567800004,189.81771135600002,197.52301703400002
139,1,200,1,174.5784,0.04407,151.497389736,159.19105982399998,166.88472991199998,174.5784,182.272070088,189.965740176,197.65941026399997
140,1,201,1,174.7392,0.04396,151.69459430400002,159.376129536,167.05766476800002,174.7392,182.420735232,190.10227046400001,197.783805696
141,1,202,1,174.8896,0.04385,151.88287312,159.55178208,167.22069104000002,174.8896,182.55850895999998,190.22741792,197.89632688
142,1,203,1,175.0301,0.04375,152.05739937500002,159.71496625,167.37253312500002,175.0301,182.687666875,190.34523374999998,198.00280062500002
143,1,204,1,175.1609,0.04364,152.22883497200002,159.87285664799998,167.516878324,175.1609,182.804921676,190.44894335200001,198.09296502799998
144,1,205,1,175.2824,0.04353,152.392271384,160.022314256,167.652357128,175.2824,182.912442872,190.54248574399998,198.172528616
145,1,206,1,175.3951,0.04343,152.542872421,160.160281614,167.77769080700003,175.3951,183.01250919300003,190.629918386,198.24732757900003
146,1,207,1,175.4995,0.04332,152.69158498000002,160.29422332000001,167.89686166,175.4995,183.10213834,190.70477668,198.30741502000004
147,1,208,1,175.5959,0.04322,152.828135606,160.417390404,168.006645202,175.5959,183.185154798,190.77440959600003,198.36366439399998
148,1,209,1,175.685,0.04311,152.96365895000002,160.53743930000002,168.11121965,175.685,183.25878035,190.8325607,198.40634104999998
149,1,210,1,175.7672,0.04301,153.087958184,160.647705456,168.207452728,175.7672,183.326947272,190.886694544,198.446441816
150,1,211,1,175.8432,0.042910000000000004,153.206904864,160.752336576,168.297768288,175.8432,183.388631712,190.934063424,198.479495136
151,1,212,1,175.9133,0.04281,153.320754881,160.851603254,168.382451627,175.9133,183.444148373,190.974996746,198.50584511899999
152,1,213,1,175.9781,0.042710000000000005,153.43002604699998,160.946050698,168.462075349,175.9781,183.49412465100002,191.01014930200003,198.52617395300004
153,1,214,1,176.038,0.04261,153.53506246,161.03604164,168.53702082,176.038,183.53897918,191.03995836,198.54093754
154,1,215,1,176.0935,0.04251,153.636295945,161.12203063,168.607765315,176.0935,183.57923468500002,191.06496937000003,198.55070405499998
155,1,216,1,176.1449,0.04241,153.73398437300003,161.204289582,168.674594791,176.1449,183.615205209,191.08551041800004,198.555815627
156,1,217,1,176.1925,0.042319999999999997,153.8231002,161.2795668,168.7360334,176.1925,183.64896659999997,191.1054332,198.5618998
157,1,218,1,176.2368,0.04222,153.914646912,161.355364608,168.79608230399998,176.2368,183.67751769599997,191.118235392,198.55895308799998
158,1,219,1,176.2779,0.04213,153.998136219,161.424724146,168.851312073,176.2779,183.70448792699997,191.131075854,198.55766378099997
159,1,220,1,176.3162,0.04204,154.079200856,161.491533904,168.90386695200002,176.3162,183.72853304800003,191.140866096,198.55319914400002
160,1,221,1,176.3518,0.04195,154.15792597,161.55588398,168.95384199,176.3518,183.74975801,191.14771602000002,198.54567403
161,1,222,1,176.3851,0.04185,154.23995069499998,161.62166713,169.003383565,176.3851,183.76681643499998,191.14853286999997,198.530249305
162,1,223,1,176.4162,0.04177,154.309485978,161.67839065200002,169.047295326,176.4162,183.78510467400002,191.154009348,198.522914022
163,1,224,1,176.4453,0.04168,154.382579688,161.736819792,169.091059896,176.4453,183.799540104,191.15378020800003,198.508020312
164,1,225,1,176.4724,0.041589999999999995,154.45393865199998,161.793425768,169.13291288399998,176.4724,183.811887116,191.151374232,198.490861348
165,1,226,1,176.4976,0.0415,154.5236488,161.8482992,169.1729496,176.4976,183.82225040000003,191.1469008,198.47155120000002
166,1,227,1,176.5211,0.04142,154.586588114,161.89809207599998,169.209596038,176.5211,183.83260396199998,191.144107924,198.45561188599999
167,1,228,1,176.5432,0.041339999999999995,154.648312336,161.94660822400002,169.244904112,176.5432,183.841495888,191.13979177600004,198.43808766400002
168,1,229,1,176.5432,0.041339999999999995,154.648312336,161.94660822400002,169.244904112,176.5432,183.841495888,191.13979177600004,198.43808766400002
169,2,61,1,109.6016,0.04355,95.28215096000001,100.05530064000001,104.82845032,109.6016,114.37474968000001,119.14789936,123.92104904
170,2,62,1,110.1258,0.04364,95.708130264,100.514020176,105.319910088,110.1258,114.93168991199998,119.737579824,124.54346973599999
171,2,63,1,110.6451,0.04373,96.129569331,100.968079554,105.806589777,110.6451,115.483610223,120.32212044600001,125.16063066899999
172,2,64,1,111.1596,0.04382,96.546558984,101.417572656,106.28858632800001,111.1596,116.03061367199999,120.90162734399999,125.77264101599998
173,2,65,1,111.6696,0.0439,96.96271368,101.86500912000001,106.76730456,111.6696,116.57189544,121.47419088000001,126.37648632
174,2,66,1,112.1753,0.043989999999999994,97.371525659,102.306117106,107.24070855299999,112.1753,117.109891447,122.04448289399998,126.97907434099999
175,2,67,1,112.6767,0.04407,97.779713493,102.745375662,107.71103783099998,112.6767,117.64236216900001,122.608024338,127.57368650699999
176,2,68,1,113.174,0.04415,98.18410370000001,103.18073580000001,108.17736790000001,113.174,118.17063209999999,123.1672642,128.1638963
177,2,69,1,113.6672,0.04423,98.58469923199999,103.612199488,108.639699744,113.6672,118.69470025599999,123.72220051199999,128.749700768
178,2,70,1,114.1565,0.04431,98.981676455,104.03995096999999,109.098225485,114.1565,119.214774515,124.27304902999998,129.331323545
179,2,71,1,114.6421,0.04439,99.37521154299999,104.46417436200001,109.553137181,114.6421,119.73106281899999,124.820025638,129.908988457
180,2,72,1,115.1244,0.044469999999999996,99.765653796,104.885235864,110.004817932,115.1244,120.243982068,125.363564136,130.483146204
181,2,73,1,115.6039,0.044539999999999996,100.156906882,105.30590458799999,110.454902294,115.6039,120.752897706,125.901895412,131.050893118
182,2,74,1,116.0812,0.044610000000000004,100.546053004,105.724435336,110.902817668,116.0812,121.259582332,126.437964664,131.616346996
183,2,75,1,116.5568,0.04469,100.93002982399999,106.13895321599999,111.34787660799999,116.5568,121.76572339199998,126.974646784,132.183570176
184,2,76,1,117.0311,0.04475,101.31967482499999,106.55681655,111.793958275,117.0311,122.268241725,127.50538344999998,132.742525175
185,2,77,1,117.5044,0.04482,101.704758376,106.971305584,112.23785279200001,117.5044,122.77094720800001,128.037494416,133.304041624
186,2,78,1,117.9769,0.04489,102.08895087699999,107.384933918,112.680916959,117.9769,123.27288304100001,128.568866082,133.864849123
187,2,79,1,118.4489,0.04495,102.47606583499999,107.80034389,113.12462194499999,118.4489,123.773178055,129.09745611,134.42173416499998
188,2,80,1,118.9208,0.04502,102.85935675200001,108.213171168,113.56698558400001,118.9208,124.274614416,129.628428832,134.982243248
189,2,81,1,119.3926,0.04508,103.245944776,108.628163184,114.010381592,119.3926,124.774818408,130.15703681600002,135.53925522400002
190,2,82,1,119.8648,0.04514,103.632708784,109.04340585599999,114.45410292800001,119.8648,125.275497072,130.68619414399998,136.096891216
191,2,83,1,120.3374,0.0452,104.01964856000001,109.45889903999999,114.89814952,120.3374,125.77665047999999,131.21590096,136.65515144
192,2,84,1,120.8105,0.04525,104.410474625,109.87714975,115.34382487500001,120.8105,126.277175125,131.74385025,137.210525375
193,2,85,1,121.2843,0.04531,104.798125101,110.293516734,115.788908367,121.2843,126.779691633,132.275083266,137.77047489900002
194,2,86,1,121.7587,0.045360000000000004,105.189776104,110.712750736,116.235725368,121.7587,127.28167463200002,132.804649264,138.327623896
195,2,87,1,122.2338,0.04542,105.578222412,111.130081608,116.681940804,122.2338,127.785659196,133.337518392,138.889377588
196,2,88,1,122.7098,0.04547,105.97095618200001,111.550570788,117.130185394,122.7098,128.28941460599998,133.86902921200002,139.448643818
197,2,89,1,123.1868,0.04551,106.368106196,111.974337464,117.580568732,123.1868,128.793031268,134.399262536,140.005493804
198,2,90,1,123.6646,0.04556,106.76212247199999,112.396281648,118.03044082399998,123.6646,129.298759176,134.932918352,140.567077528
199,2,91,1,124.1435,0.045610000000000005,107.156944895,112.81912993,118.481314965,124.1435,129.80568503499998,135.46787007,141.130055105
200,2,92,1,124.6234,0.04565,107.55622537,113.24528357999999,118.93434179,124.6234,130.31245821,136.00151642,141.69057463000001
201,2,93,1,125.1045,0.045689999999999995,107.956426185,113.67245079,119.388475395,125.1045,130.820524605,136.53654921,142.252573815
202,2,94,1,125.5869,0.04573,108.357633189,114.10072212600001,119.84381106299999,125.5869,131.329988937,137.073077874,142.816166811
203,2,95,1,126.0706,0.04577,108.759845914,114.530097276,120.300348638,126.0706,131.84085136200002,137.611102724,143.38135408600002
204,2,96,1,126.5558,0.045810000000000003,109.16323640600001,114.960757604,120.758278802,126.5558,132.353321198,138.150842396,143.948363594
205,2,97,1,127.0424,0.04585,109.56771787999999,115.39261192,121.21750596000001,127.0424,132.86729404,138.69218808,144.51708212
206,2,98,1,127.5304,0.045880000000000004,109.977115744,115.828210496,121.67930524799999,127.5304,133.38149475199998,139.232589504,145.083684256
207,2,99,1,128.0199,0.04591,110.38771917300001,116.265112782,122.14250639100001,128.0199,133.897293609,139.774687218,145.652080827
208,2,100,1,128.5109,0.045939999999999995,110.79952776199998,116.703318508,122.607109254,128.5109,134.414690746,140.318481492,146.222272238
209,2,101,1,129.0035,0.04597,111.212627315,117.14291821,123.073209105,129.0035,134.93379089500002,140.86408179,146.794372685
210,2,102,1,129.4975,0.046,111.626845,117.58373,123.540615,129.4975,135.454385,141.41127,147.368155
211,2,103,1,129.9932,0.04602,112.046338808,118.028625872,124.01091293600001,129.9932,135.975487064,141.95777412799998,147.940061192
212,2,104,1,130.4904,0.04604,112.467065952,118.474843968,124.482621984,130.4904,136.498178016,142.50595603199997,148.513734048
213,2,105,1,130.9891,0.04607,112.88509648900002,118.919764326,124.954432163,130.9891,137.023767837,143.058435674,149.093103511
214,2,106,1,131.4895,0.04608,113.31239151999999,119.37142768,125.43046383999999,131.4895,137.54853615999997,143.60757232,149.66660847999998
215,2,107,1,131.9912,0.0461,113.73681703999999,119.82161135999999,125.90640567999999,131.9912,138.07599432,144.16078864,150.24558296
